gene_id	DB_1_F_02_S44_L004_	DB_1_F_04_S46_L004_	DB_1_F_06_S48_L004_	DB_1_F_10_S51_L004_	DB_1_F_12_S53_L004_	DB_1_F_14_S55_L004_	DB_1_L_01_S43_L004_	DB_1_L_03_S45_L004_	DB_1_L_05_S47_L004_	DB_1_L_07_S49_L004_	DB_1_L_09_S50_L004_	DB_1_L_11_S52_L004_	DB_1_L_13_S54_L004_	DB_1_L_15_S56_L004_	DB_2_F_02_S58_L004_	DB_2_F_04_S60_L004_	DB_2_F_06_S62_L004_	DB_2_F_10_S65_L004_	DB_2_F_12_S67_L004_	DB_2_F_14_S69_L004_	DB_2_L_01_S57_L004_	DB_2_L_03_S59_L004_	DB_2_L_05_S61_L004_	DB_2_L_07_S63_L004_	DB_2_L_09_S64_L004_	DB_2_L_11_S66_L004_	DB_2_L_13_S68_L004_	DB_2_L_15_S70_L004_	DB_3_F_02_S72_L004_	DB_3_F_04_S74_L004_	DB_3_F_06_S76_L004_	DB_3_F_10_S79_L004_	DB_3_F_12_S81_L004_	DB_3_F_14_S83_L004_	DB_3_L_01_S71_L004_	DB_3_L_03_S73_L004_	DB_3_L_05_S75_L004_	DB_3_L_07_S77_L004_	DB_3_L_09_S78_L004_	DB_3_L_11_S80_L004_	DB_3_L_13_S82_L004_	DB_3_L_15_S84_L004_	MB_1_F_04_S1_L001_	MB_1_F_05_S2_L001_	MB_1_F_06_S3_L001_	MB_1_F_12_S4_L001_	MB_1_F_13_S5_L001_	MB_1_F_14_S6_L001_	MB_1_L_01_S7_L001_	MB_1_L_02_S8_L001_	MB_1_L_03_S9_L001_	MB_1_L_07_S10_L001_	MB_1_L_09_S11_L001_	MB_1_L_10_S12_L001_	MB_1_L_11_S13_L001_	MB_1_L_15_S14_L001_	MB_2_F_04_S15_L001_	MB_2_F_05_S16_L001_	MB_2_F_06_S17_L001_	MB_2_F_12_S18_L001_	MB_2_F_13_S19_L001_	MB_2_F_14_S20_L001_	MB_2_L_01_S21_L001_	MB_2_L_02_S22_L001_	MB_2_L_03_S23_L001_	MB_2_L_07_S24_L001_	MB_2_L_09_S25_L001_	MB_2_L_11_S26_L001_	MB_2_L_15_S27_L001_	MB_3_F_04_S28_L001_	MB_3_F_05_S29_L001_	MB_3_F_06_S30_L001_	MB_3_F_12_S31_L001_	MB_3_F_13_S32_L001_	MB_3_F_14_S33_L001_	MB_3_L_01_S34_L001_	MB_3_L_02_S35_L001_	MB_3_L_03_S36_L001_	MB_3_L_07_S37_L001_	MB_3_L_08_S38_L001_	MB_3_L_09_S39_L001_	MB_3_L_10_S40_L001_	MB_3_L_11_S41_L001_	MB_3_L_15_S42_L001_	MJS_1_F_05_S43_L001_	MJS_1_F_06_S44_L001_	MJS_1_F_07_S45_L001_	MJS_1_F_13_S46_L001_	MJS_1_F_14_S47_L001_	MJS_1_F_15_S48_L001_	MJS_1_L_01_S49_L001_	MJS_1_L_02_S50_L001_	MJS_1_L_03_S51_L001_	MJS_1_L_04_S52_L001_	MJS_1_L_09_S53_L001_	MJS_1_L_10_S54_L001_	MJS_1_L_11_S55_L001_	MJS_1_L_12_S56_L001_	MJS_2_F_04_S57_L001_	MJS_2_F_05_S58_L001_	MJS_2_F_06_S59_L001_	MJS_2_F_12_S60_L001_	MJS_2_F_13_S61_L001_	MJS_2_F_14_S62_L001_	MJS_2_L_01_S63_L001_	MJS_2_L_02_S64_L001_	MJS_2_L_03_S65_L001_	MJS_2_L_07_S66_L001_	MJS_2_L_09_S67_L001_	MJS_2_L_10_S68_L001_	MJS_2_L_11_S69_L001_	MJS_2_L_15_S70_L001_	MJS_3_F_04_S71_L001_	MJS_3_F_06_S72_L001_	MJS_3_F_12_S73_L001_	MJS_3_F_13_S74_L001_	MJS_3_F_14_S75_L001_	MJS_3_F_16_S76_L001_	MJS_3_L_01_S77_L001_	MJS_3_L_02_S78_L001_	MJS_3_L_03_S79_L001_	MJS_3_L_07_S80_L001_	MJS_3_L_09_S81_L001_	MJS_3_L_10_S82_L001_	MJS_3_L_11_S83_L001_	MJS_3_L_15_S84_L001_	NM_1_F_04_S4_L004_	NM_1_F_05_S5_L004_	NM_1_F_06_S6_L004_	NM_1_F_12_S11_L004_	NM_1_F_13_S12_L004_	NM_1_F_14_S13_L004_	NM_1_L_01_S1_L004_	NM_1_L_02_S2_L004_	NM_1_L_03_S3_L004_	NM_1_L_07_S7_L004_	NM_1_L_09_S8_L004_	NM_1_L_10_S9_L004_	NM_1_L_11_S10_L004_	NM_1_L_15_S14_L004_	NM_2_F_04_S18_L004_	NM_2_F_05_S19_L004_	NM_2_F_06_S20_L004_	NM_2_F_12_S25_L004_	NM_2_F_13_S26_L004_	NM_2_F_14_S27_L004_	NM_2_L_01_S15_L004_	NM_2_L_02_S16_L004_	NM_2_L_03_S17_L004_	NM_2_L_07_S21_L004_	NM_2_L_09_S22_L004_	NM_2_L_10_S23_L004_	NM_2_L_11_S24_L004_	NM_2_L_15_S28_L004_	NM_3_F_04_S32_L004_	NM_3_F_05_S33_L004_	NM_3_F_06_S34_L004_	NM_3_F_12_S39_L004_	NM_3_F_13_S40_L004_	NM_3_F_14_S41_L004_	NM_3_L_01_S29_L004_	NM_3_L_02_S30_L004_	NM_3_L_03_S31_L004_	NM_3_L_07_S35_L004_	NM_3_L_09_S36_L004_	NM_3_L_10_S37_L004_	NM_3_L_11_S38_L004_	NM_3_L_15_S42_L004_
ERCC-00108(+)	1.906	1.0241	0.4585	1.2358	0.7852	1.0706	2.2325	1.4518	0.5642	1.0281	4.3068	2.327	0.7006	0.44	0.2482	0.4152	0.4181	1.6151	1.0565	0.8642	0.3707	0.3988	0.4621	0.4223	1.0934	0.8973	1.0182	1.1576	0.5072	0.4556	0.4276	0.4494	0.4065	0.4343	0.5414	0.3261	0.3824	0.3997	0.4203	0.3889	0.3962	0.3198	0.168	0.3467	0.4153	0.2392	0.2657	0.5721	0.3123	0.2062	0.3692	0.2567	0.3074	0.2893	0.3588	0.373	0.1641	0.1032	0.1498	0.1224	0.1058	0.1169	0.1578	0.2486	0.1507	0.1431	0.1229	0.1213	0.1119	0.1128	0.1728	0.1571	0.1073	0.1195	0.1589	0.2042	0.1462	0.1864	0.1258	0.1553	0.159	0.1124	0.1665	0.151	0.189	0.2059	0.135	0.1982	0.0971	0.1344	0.2464	0.109	0.1278	0.1386	0.1838	0.12	0.1463	0.1257	0.1324	0.1641	0.1789	0.2459	0.1755	0.1968	0.1656	0.1733	0.1384	0.1365	0.2599	0.2514	0.1597	0.1518	0.2524	0.1911	0.0953	0.1439	0.1566	0.3342	0.1665	0.3085	0.2578	0.258	0.1663	0.1482	0.1462	0.1057	0.4577	0.486	0.2933	0.1794	0.5396	0.3251	0.8207	0.3301	0.3509	0.6137	0.2264	0.4361	0.4649	0.2681	0.4254	0.5404	0.3866	0.3206	0.7087	0.4472	0.4725	0.4872	0.2883	0.3964	0.3766	0.3065	0.3378	0.3936	0.4094	0.2289	0.278	0.2628	0.2986	0.3159	0.4694	0.2877	0.2533	0.4162	0.2435	0.2899	0.2795	0.331
ERCC-00109(+)	1.5155	1.0	1.0	1.0	1.0	1.0	0.9366	0.6996	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.6866	1.0	1.0	1.0	0.4627	1.0	0.931	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.8806	1.0	1.0	1.0	1.694	1.0	0.8825	1.0	1.0	1.0	1.0	0.8937	0.9907	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8899	1.0	1.0	1.0	1.0	1.0	1.0	0.9086	1.0	1.9254	1.0	0.9664	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7743	0.9534	1.0	1.0	1.0	0.7724	1.0	1.0	1.0	1.0	1.0	1.0	0.8489	1.0	0.5056	1.0	1.0	1.0	1.0	1.0	1.0	2.4814	0.9944	1.0	1.0	0.5112	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9368	1.0	1.0	1.209	1.0	0.7201	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.194	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9037	1.0	1.0	1.0	1.0	0.9981	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6679	1.0	0.7239	1.0
ERCC-00111(+)	0.6296	0.4497	0.3503	0.6311	0.5279	0.4399	0.8377	0.6379	0.3377	0.4093	1.2451	0.966	0.371	0.375	0.1819	0.1678	0.1783	0.5568	0.4928	0.5009	0.1907	0.2123	0.1973	0.1765	0.4561	0.437	0.4183	0.3207	0.1343	0.1877	0.222	0.2065	0.2129	0.2723	0.1393	0.1672	0.1478	0.1214	0.2583	0.2711	0.2197	0.2076	0.2081	0.2287	0.1374	0.1306	0.1445	0.131	0.1632	0.1711	0.138	0.1358	0.1714	0.1398	0.1491	0.139	0.1242	0.1524	0.158	0.1531	0.1353	0.1398	0.0969	0.0912	0.1147	0.1324	0.1059	0.0818	0.1612	0.2706	0.1474	0.2205	0.1649	0.1387	0.117	0.1873	0.1308	0.1569	0.248	0.2296	0.1734	0.1328	0.108	0.0905	0.1309	0.1722	0.1106	0.1471	0.1225	0.0972	0.0866	0.0882	0.121	0.107	0.0842	0.1043	0.0969	0.0907	0.1278	0.1113	0.1371	0.1037	0.0917	0.1117	0.1123	0.1435	0.1433	0.1004	0.0885	0.1252	0.0829	0.1012	0.1067	0.1285	0.0811	0.0746	0.0989	0.1401	0.1206	0.1227	0.1094	0.0979	0.0704	0.0664	0.0743	0.0877	0.32	0.1311	0.1283	0.3427	0.1745	0.405	0.3245	0.1205	0.1159	0.1885	0.2152	0.1505	0.1801	0.2123	0.1754	0.1286	0.2859	0.2304	0.2137	0.2079	0.1387	0.1823	0.1587	0.2158	0.1984	0.1362	0.3333	0.1666	0.1817	0.1539	0.079	0.2344	0.2534	0.1424	0.186	0.1423	0.1667	0.1733	0.1175	0.1208	0.1348	0.1541
ERCC-00112(+)	0.5118	0.3633	0.5887	0.726	0.7083	0.5568	0.8854	0.8376	0.2352	0.3894	1.7456	0.8088	0.4824	0.4089	0.3329	0.1833	0.2629	0.537	0.7599	0.6042	0.3534	0.3113	0.3141	0.4243	0.5087	0.3608	0.6075	0.5897	0.3296	0.5022	0.3383	0.3564	0.3634	0.2479	0.1434	0.4267	0.5594	0.4571	0.2084	0.178	0.3015	0.3915	0.2952	0.2826	0.3084	0.2672	0.3545	0.785	0.3839	0.3985	0.3265	0.1546	0.2715	0.1571	0.1085	0.1999	0.0933	0.3245	0.1708	0.1359	0.2123	0.1793	0.2477	0.2373	0.1735	0.1351	0.1874	0.1533	0.231	0.1942	0.1098	0.1509	0.1839	0.1505	0.1388	0.1407	0.257	0.1449	0.2412	0.243	0.144	0.0967	0.0974	0.3757	0.3019	0.2179	0.1737	0.1257	0.1975	0.1295	0.1153	0.2054	0.2085	0.1482	0.1775	0.245	0.1492	0.1566	0.4264	0.2536	0.0861	0.2053	0.1798	0.1785	0.0862	0.1816	0.2746	0.1585	0.267	0.1916	0.1683	0.1066	0.1394	0.1495	0.181	0.091	0.1667	0.1089	0.1798	0.2033	0.1528	0.3601	0.271	0.2017	0.1656	0.1151	1.1609	0.4459	0.3303	0.7162	0.4341	0.4872	0.8751	0.3908	0.6061	0.2506	0.1866	0.3456	0.179	0.4123	1.0084	0.2942	0.2962	0.5067	0.7638	0.3279	0.296	0.4664	0.3631	0.512	0.221	0.1996	0.3798	0.386	0.2132	0.2506	0.3242	0.2365	0.182	0.1894	0.3513	0.1653	0.1844	0.2603	0.2684	0.3685	0.1853	0.1724
ERCC-00113(+)	1.2446	1.2455	1.1189	1.2476	1.1891	1.1102	1.2402	1.2813	1.0996	1.1612	1.3164	1.2665	1.2249	1.1057	0.251	0.2613	0.2568	1.1719	1.1961	1.0592	0.2376	0.2828	0.2725	0.2586	0.9978	0.9614	0.9538	0.8877	0.2877	0.2901	0.3398	0.3524	0.3281	0.352	0.2195	0.1949	0.2051	0.2226	0.2739	0.2813	0.2756	0.2533	0.0776	0.0859	0.0799	0.0923	0.1027	0.1149	0.0626	0.071	0.0597	0.0678	0.0571	0.0725	0.098	0.0787	0.0851	0.1027	0.1231	0.0857	0.1085	0.0964	0.1142	0.0468	0.1098	0.1129	0.1175	0.0761	0.1578	0.139	0.1511	0.1312	0.0962	0.1042	0.1296	0.1154	0.1268	0.1203	0.1605	0.1795	0.1144	0.1366	0.1085	0.0842	0.1134	0.1175	0.1293	0.1242	0.1135	0.0893	0.0847	0.1057	0.1111	0.1102	0.0909	0.0906	0.092	0.1062	0.1179	0.1174	0.1278	0.1381	0.1251	0.1278	0.1546	0.1351	0.1364	0.1177	0.1303	0.1422	0.1036	0.1053	0.1237	0.1394	0.0901	0.1104	0.1041	0.1449	0.1316	0.1493	0.1149	0.1576	0.0935	0.1145	0.0977	0.0925	0.3459	0.3008	0.1474	0.2687	0.2831	0.3468	0.4248	0.1926	0.2137	0.2827	0.242	0.1569	0.1939	0.2633	0.3266	0.2778	0.2385	0.2274	0.2801	0.2895	0.3019	0.309	0.3075	0.2743	0.2666	0.2113	0.23	0.2102	0.2315	0.2253	0.2125	0.2	0.1906	0.2139	0.2051	0.1467	0.1771	0.1752	0.1648	0.1433	0.1725	0.1637
ERCC-00116(+)	2.9995	1.6657	1.2994	2.3022	2.4273	1.2991	1.9897	2.2656	1.2129	1.4373	2.0733	3.4431	1.506	1.3632	0.8796	0.4037	0.8476	1.7755	2.3226	1.9175	0.5038	0.2109	0.4532	0.5702	0.9707	1.0595	0.8667	1.2187	0.6318	0.9466	0.9744	0.7719	0.432	1.1196	0.4475	0.3204	0.6796	0.4324	0.5743	0.3875	0.6083	0.3887	0.6262	1.3042	0.8113	0.7863	0.7397	0.8329	0.5343	0.4062	0.5709	0.5344	0.4083	0.5727	1.0048	0.5013	0.2388	0.4941	0.561	0.4152	0.356	0.5385	0.2309	0.6326	0.3032	0.585	0.206	0.2777	0.2162	0.9071	0.2668	1.0333	0.4262	0.2018	0.5387	0.3941	0.2903	0.23	0.4632	0.4411	0.1428	0.4593	0.3523	0.3799	0.3759	0.3602	0.4411	0.3301	0.3654	0.4861	0.3914	0.2447	0.4087	0.4639	0.4364	0.3406	0.13	0.2523	0.5961	0.1809	0.2164	0.284	0.3932	0.3721	0.3998	0.2507	0.2752	0.2661	0.3773	0.3174	0.3265	0.2044	0.3499	0.7012	0.3717	0.239	0.1604	0.212	0.2694	0.3121	0.2364	0.3779	0.2591	0.2339	0.2627	0.3821	0.7537	1.0348	0.7075	1.5865	1.1554	2.5746	1.8245	0.5093	0.8364	0.638	0.4296	1.1282	0.649	0.7506	1.4309	0.7947	2.3067	0.9944	1.3958	1.1355	0.7158	0.4279	0.8726	0.7007	0.3899	0.5438	1.4783	0.7464	0.4362	0.8103	0.8541	1.109	1.0539	0.4919	0.3629	0.3441	0.5548	0.4902	0.2357	0.4098	0.2341	0.3058
ERCC-00117(+)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.7016	1.0	1.0	1.0	1.0	3.7095	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9806	1.0	1.0	1.0	0.8926	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8768	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ERCC-00120(+)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9757	1.4328	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9478	1.0	1.0	1.0	1.0	0.9832	1.0	0.9104	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7108	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4776	0.9403	0.9216	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8731	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4646	1.0	1.0	1.0	1.0	1.0	1.0	0.7313	0.5653	1.0	1.0	1.0	1.0	0.9776	1.0	0.7108	1.0	1.0	0.7966	0.5429	1.0	1.0	1.0	1.0	1.0	1.0	0.6623	1.0	1.5241	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.9046	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.959	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9011	1.0	0.9776
ERCC-00123(+)	1.4853	3.3953	0.9785	1.0	1.0	1.0	1.0	0.9687	1.0	0.818	0.8023	1.0	1.0	0.9843	1.0	1.0	1.0	1.0	1.6967	1.0	1.0	1.0	1.0	1.0	0.9295	2.002	1.6654	1.0	1.0	1.0	1.0	1.0	0.8112	1.0	1.0	1.775	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.8317	1.0	1.0	1.0	1.0	1.0	0.9775	1.0	1.0	1.0	1.0	1.9393	1.0	1.0	0.7231	1.0	0.9452	1.0	1.0	1.4648	1.0	1.0	1.0	0.727	1.0	1.0	1.0	1.0	2.0861	1.0	1.0	1.0	0.8836	1.0	0.7211	1.0	0.7221	1.0	0.998	1.0	1.0	1.0	1.0	1.0	1.0	0.9648	1.0	1.0	1.0	1.0	1.0	0.9951	0.7221	0.8395	2.4726	1.0	1.0	0.9325	0.7182	1.0	1.0	1.0	1.0	1.0	1.0	0.9041	1.0	1.0	0.8728	1.0	1.0	1.0	0.8904	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.681	1.0	1.0	1.0	1.0	1.1174	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.4442	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.998
ERCC-00126(+)	1.0	1.5868	1.0	0.9249	1.6297	1.2075	1.0	1.0	0.9767	1.0	1.5081	1.0	1.0	0.9821	1.1726	1.0	1.6512	2.5778	1.3435	4.9356	4.1959	1.6869	1.8726	1.0	1.2191	1.0	1.6869	1.3936	1.2093	1.0	0.9275	0.9436	1.5859	1.0	1.0	1.0	1.0	1.0411	2.8694	1.0	0.9275	1.6163	1.39	0.8855	2.1968	1.0	1.0	1.0	1.7299	2.7853	2.5304	2.4221	0.6905	0.9141	1.5841	0.9714	1.5197	2.017	0.7737	0.9902	0.9374	0.8318	0.7683	0.9803	1.6029	0.9141	3.2562	1.3578	0.8767	1.0689	1.0	1.0	1.5045	0.7952	0.8086	1.2399	1.9419	0.8936	2.5461	0.9213	1.8549	0.695	0.746	1.0933	1.2406	1.0	0.9508	1.0519	1.0	1.0	0.7442	1.8131	0.9007	1.7048	0.9724	1.0	1.6424	2.3614	0.8623	1.0	1.1637	0.7424	0.9758	0.7209	2.102	1.4932	1.4875	0.8542	1.9896	0.924	1.4723	0.8721	0.9714	1.2568	1.3292	2.1055	1.2343	1.1669	0.932	1.5599	0.9666	1.1753	0.9499	2.0782	1.9088	1.0805	1.0501	1.0	1.0	0.9919	1.0	0.9043	1.0	1.0	0.7612	0.915	0.7603	0.8148	1.9232	1.0	1.0	0.9481	1.0	1.0	1.0	1.0	1.2433	1.7084	2.2021	1.0	1.8122	0.9991	2.856	1.0	2.6829	1.3005	0.9669	1.0	0.8873	1.0	1.1494	1.1011	1.0	1.0	1.0662	1.7367	4.1414	1.6154
ERCC-00130(+)	0.4968	0.4533	0.4553	0.4606	0.431	0.5603	0.4415	0.4583	0.3791	0.3917	0.5365	0.4662	0.4115	0.4035	0.1262	0.1266	0.1075	0.5112	0.5129	0.4636	0.0944	0.1063	0.1099	0.1036	0.4671	0.4482	0.4321	0.3954	0.1415	0.1373	0.1533	0.1794	0.1475	0.1644	0.1197	0.1152	0.13	0.1328	0.142	0.1546	0.1382	0.1332	0.1833	0.1981	0.1711	0.1157	0.1817	0.1726	0.2165	0.1398	0.1858	0.2051	0.2042	0.1696	0.1655	0.1845	0.1946	0.2835	0.2404	0.1969	0.2738	0.2154	0.2936	0.1075	0.2512	0.2267	0.3004	0.1918	0.3319	0.4272	0.4039	0.379	0.2841	0.2316	0.3564	0.2986	0.2736	0.3027	0.3512	0.3922	0.2627	0.2648	0.2751	0.2594	0.1996	0.2306	0.2361	0.1886	0.198	0.1383	0.1891	0.2057	0.2029	0.2432	0.1309	0.133	0.1311	0.1235	0.2092	0.1621	0.1647	0.2126	0.1802	0.1782	0.2554	0.2144	0.2067	0.1414	0.1637	0.155	0.1323	0.1517	0.3545	0.389	0.1294	0.1622	0.1553	0.3841	0.3338	0.3437	0.237	0.3529	0.1434	0.1404	0.1249	0.132	0.1489	0.1115	0.1428	0.0928	0.1489	0.1414	0.3199	0.1088	0.0825	0.1095	0.1134	0.1267	0.103	0.1037	0.1888	0.1513	0.1417	0.1816	0.1832	0.1994	0.0923	0.1318	0.1437	0.0899	0.119	0.1303	0.1326	0.1159	0.081	0.0995	0.0851	0.1105	0.0908	0.0908	0.1087	0.0592	0.072	0.0521	0.0587	0.0597	0.0528	0.0653
ERCC-00131(+)	0.4629	0.8501	0.4992	0.8786	0.6355	1.1339	0.8718	0.701	0.2735	0.5061	2.3847	1.4613	0.1944	0.3669	0.1448	0.4236	0.2556	0.5422	0.3199	0.7931	0.1895	0.273	0.0701	0.284	0.5558	0.2724	0.4052	0.3066	0.3022	0.1597	0.1353	0.3517	0.6238	0.4935	0.1495	0.282	0.1353	0.4467	0.3396	0.4269	0.2806	0.306	0.2617	0.2833	0.1359	0.0995	0.1877	0.13	0.4142	0.3612	0.1806	0.2202	0.1224	0.1997	0.2559	0.1814	0.1228	0.1759	0.1599	0.0873	0.2052	0.0921	0.2074	0.2157	0.1432	0.2101	0.1313	0.0911	0.1526	0.1709	0.1716	0.275	0.1908	0.295	0.1772	0.1348	0.0888	0.231	0.2872	0.1532	0.1448	0.3503	0.1377	0.1011	0.123	0.2552	0.1797	0.2244	0.0842	0.25	0.1009	0.1319	0.2379	0.2791	0.2142	0.155	0.1046	0.1177	0.1026	0.379	0.1067	0.1557	0.2187	0.0961	0.1815	0.1244	0.1241	0.0947	0.0984	0.1424	0.0703	0.1226	0.1463	0.3613	0.0783	0.0728	0.0812	0.1026	0.1801	0.1026	0.1344	0.1281	0.0859	0.1277	0.0641	0.1139	0.2944	0.2917	0.3561	0.6231	0.9105	0.2295	0.7094	0.236	0.1265	0.1527	0.3691	0.2177	0.6907	0.1674	0.6417	0.256	0.2373	0.2002	0.4096	0.4462	0.2081	0.2102	0.33	0.2844	0.1324	0.321	0.418	0.2087	0.3767	0.3113	0.3367	0.1056	0.1406	0.3375	0.2403	0.1196	0.1614	0.2632	0.1493	0.3238	0.1553	0.1969
ERCC-00134(+)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2305	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5196	1.0	1.0	0.9416	1.0	1.0	1.0	1.0	1.0	0.1228	0.6347	1.0	0.9964	1.0	0.685	0.444	0.2829	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.6715	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6114	1.0	1.0	1.0	0.1485	1.0	1.0	1.0	0.0803	1.0	0.0876	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.232	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.144	1.0	1.0	1.0	0.1277	1.0	0.0876	1.0	1.0	1.0	1.0	1.0	0.7555	1.0	0.3682	1.0	1.0	1.0	0.7441	1.0	1.0	1.0	1.0	0.2259	0.5899	1.0	0.5734	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.211	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.9343	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2444	1.0	1.0	0.9708
ERCC-00136(+)	0.5594	0.487	0.2976	0.4106	0.4998	0.2637	0.4989	0.3764	0.3424	0.429	0.5992	0.5664	0.4244	0.3856	0.2645	0.3665	0.3517	0.827	0.8666	0.7725	0.2717	0.2659	0.4378	0.3376	0.8297	0.7716	0.77	0.7688	0.4213	0.3802	0.3628	0.4041	0.4744	0.4575	0.3915	0.3105	0.3448	0.4488	0.4507	0.3579	0.4309	0.4097	0.3609	0.2568	0.2819	0.3051	0.227	0.2747	0.2568	0.2437	0.2223	0.2614	0.241	0.2129	0.1908	0.2189	0.1515	0.1339	0.1006	0.15	0.1177	0.1655	0.0996	0.1117	0.1691	0.09	0.1461	0.0795	0.1125	0.1442	0.168	0.1009	0.1354	0.0987	0.1553	0.119	0.0716	0.0856	0.0968	0.1414	0.092	0.1039	0.0978	0.1227	0.2027	0.2555	0.147	0.1666	0.18	0.1624	0.1727	0.1889	0.1996	0.1554	0.1402	0.1103	0.2005	0.1761	0.1568	0.1993	0.1906	0.1717	0.2097	0.1863	0.2078	0.2221	0.2554	0.1619	0.1877	0.2294	0.1536	0.1701	0.2062	0.2954	0.1024	0.1782	0.1839	0.2764	0.1802	0.2017	0.1932	0.1853	0.1285	0.1149	0.1547	0.1657	0.4884	0.2747	0.1188	0.2903	0.2849	0.3373	0.3879	0.2766	0.2751	0.3092	0.308	0.2975	0.263	0.2926	0.357	0.3726	0.362	0.279	0.3721	0.3003	0.3428	0.4774	0.4147	0.2802	0.3713	0.3268	0.304	0.2966	0.3346	0.3128	0.2257	0.2972	0.317	0.2634	0.2509	0.3048	0.2971	0.2746	0.2117	0.1971	0.2193	0.2721
