gene_id	DB_1_F_02_S44_L004_	DB_1_F_04_S46_L004_	DB_1_F_06_S48_L004_	DB_1_F_10_S51_L004_	DB_1_F_12_S53_L004_	DB_1_F_14_S55_L004_	DB_1_L_01_S43_L004_	DB_1_L_03_S45_L004_	DB_1_L_05_S47_L004_	DB_1_L_07_S49_L004_	DB_1_L_09_S50_L004_	DB_1_L_11_S52_L004_	DB_1_L_13_S54_L004_	DB_1_L_15_S56_L004_	DB_2_F_02_S58_L004_	DB_2_F_04_S60_L004_	DB_2_F_06_S62_L004_	DB_2_F_10_S65_L004_	DB_2_F_12_S67_L004_	DB_2_F_14_S69_L004_	DB_2_L_01_S57_L004_	DB_2_L_03_S59_L004_	DB_2_L_05_S61_L004_	DB_2_L_07_S63_L004_	DB_2_L_09_S64_L004_	DB_2_L_11_S66_L004_	DB_2_L_13_S68_L004_	DB_2_L_15_S70_L004_	DB_3_F_02_S72_L004_	DB_3_F_04_S74_L004_	DB_3_F_06_S76_L004_	DB_3_F_10_S79_L004_	DB_3_F_12_S81_L004_	DB_3_F_14_S83_L004_	DB_3_L_01_S71_L004_	DB_3_L_03_S73_L004_	DB_3_L_05_S75_L004_	DB_3_L_07_S77_L004_	DB_3_L_09_S78_L004_	DB_3_L_11_S80_L004_	DB_3_L_13_S82_L004_	DB_3_L_15_S84_L004_	MB_1_F_04_S1_L001_	MB_1_F_05_S2_L001_	MB_1_F_06_S3_L001_	MB_1_F_12_S4_L001_	MB_1_F_13_S5_L001_	MB_1_F_14_S6_L001_	MB_1_L_01_S7_L001_	MB_1_L_02_S8_L001_	MB_1_L_03_S9_L001_	MB_1_L_07_S10_L001_	MB_1_L_09_S11_L001_	MB_1_L_10_S12_L001_	MB_1_L_11_S13_L001_	MB_1_L_15_S14_L001_	MB_2_F_04_S15_L001_	MB_2_F_05_S16_L001_	MB_2_F_06_S17_L001_	MB_2_F_12_S18_L001_	MB_2_F_13_S19_L001_	MB_2_F_14_S20_L001_	MB_2_L_01_S21_L001_	MB_2_L_02_S22_L001_	MB_2_L_03_S23_L001_	MB_2_L_07_S24_L001_	MB_2_L_09_S25_L001_	MB_2_L_11_S26_L001_	MB_2_L_15_S27_L001_	MB_3_F_04_S28_L001_	MB_3_F_05_S29_L001_	MB_3_F_06_S30_L001_	MB_3_F_12_S31_L001_	MB_3_F_13_S32_L001_	MB_3_F_14_S33_L001_	MB_3_L_01_S34_L001_	MB_3_L_02_S35_L001_	MB_3_L_03_S36_L001_	MB_3_L_07_S37_L001_	MB_3_L_08_S38_L001_	MB_3_L_09_S39_L001_	MB_3_L_10_S40_L001_	MB_3_L_11_S41_L001_	MB_3_L_15_S42_L001_	MJS_1_F_05_S43_L001_	MJS_1_F_06_S44_L001_	MJS_1_F_07_S45_L001_	MJS_1_F_13_S46_L001_	MJS_1_F_14_S47_L001_	MJS_1_F_15_S48_L001_	MJS_1_L_01_S49_L001_	MJS_1_L_02_S50_L001_	MJS_1_L_03_S51_L001_	MJS_1_L_04_S52_L001_	MJS_1_L_09_S53_L001_	MJS_1_L_10_S54_L001_	MJS_1_L_11_S55_L001_	MJS_1_L_12_S56_L001_	MJS_2_F_04_S57_L001_	MJS_2_F_05_S58_L001_	MJS_2_F_06_S59_L001_	MJS_2_F_12_S60_L001_	MJS_2_F_13_S61_L001_	MJS_2_F_14_S62_L001_	MJS_2_L_01_S63_L001_	MJS_2_L_02_S64_L001_	MJS_2_L_03_S65_L001_	MJS_2_L_07_S66_L001_	MJS_2_L_09_S67_L001_	MJS_2_L_10_S68_L001_	MJS_2_L_11_S69_L001_	MJS_2_L_15_S70_L001_	MJS_3_F_04_S71_L001_	MJS_3_F_06_S72_L001_	MJS_3_F_12_S73_L001_	MJS_3_F_13_S74_L001_	MJS_3_F_14_S75_L001_	MJS_3_F_16_S76_L001_	MJS_3_L_01_S77_L001_	MJS_3_L_02_S78_L001_	MJS_3_L_03_S79_L001_	MJS_3_L_07_S80_L001_	MJS_3_L_09_S81_L001_	MJS_3_L_10_S82_L001_	MJS_3_L_11_S83_L001_	MJS_3_L_15_S84_L001_	NM_1_F_04_S4_L004_	NM_1_F_05_S5_L004_	NM_1_F_06_S6_L004_	NM_1_F_12_S11_L004_	NM_1_F_13_S12_L004_	NM_1_F_14_S13_L004_	NM_1_L_01_S1_L004_	NM_1_L_02_S2_L004_	NM_1_L_03_S3_L004_	NM_1_L_07_S7_L004_	NM_1_L_09_S8_L004_	NM_1_L_10_S9_L004_	NM_1_L_11_S10_L004_	NM_1_L_15_S14_L004_	NM_2_F_04_S18_L004_	NM_2_F_05_S19_L004_	NM_2_F_06_S20_L004_	NM_2_F_12_S25_L004_	NM_2_F_13_S26_L004_	NM_2_F_14_S27_L004_	NM_2_L_01_S15_L004_	NM_2_L_02_S16_L004_	NM_2_L_03_S17_L004_	NM_2_L_07_S21_L004_	NM_2_L_09_S22_L004_	NM_2_L_10_S23_L004_	NM_2_L_11_S24_L004_	NM_2_L_15_S28_L004_	NM_3_F_04_S32_L004_	NM_3_F_05_S33_L004_	NM_3_F_06_S34_L004_	NM_3_F_12_S39_L004_	NM_3_F_13_S40_L004_	NM_3_F_14_S41_L004_	NM_3_L_01_S29_L004_	NM_3_L_02_S30_L004_	NM_3_L_03_S31_L004_	NM_3_L_07_S35_L004_	NM_3_L_09_S36_L004_	NM_3_L_10_S37_L004_	NM_3_L_11_S38_L004_	NM_3_L_15_S42_L004_
ERCC-00031(+)	2.5185	1.0	1.0	1.0	1.0	1.0	1.0	3.9525	1.0	1.0	1.0	1.0	0.8489	1.0	1.0	1.0	1.0	1.3796	1.0	1.304	0.8155	1.0	0.9666	0.5141	1.0	0.7478	1.3234	1.0	1.2135	1.5659	0.8049	0.9912	0.8638	1.0	1.0	1.0773	1.0	1.0	1.0	0.7153	1.0	2.5738	1.9165	0.8699	0.7566	0.7135	1.0	1.0	1.0703	1.4218	1.6555	1.0	1.0	1.0	0.8875	0.9499	1.3866	1.0	1.0	0.8313	1.0	1.0	1.2689	1.0	1.0	1.0	1.0	0.9754	0.9587	1.0	1.8998	0.7724	0.8067	0.9042	1.0	0.5568	1.0	1.8155	0.812	0.6933	1.0	1.0	1.0	1.0	1.0	0.8234	0.8506	1.0	1.0	1.0141	1.0	1.0	1.0	1.0	1.0	0.8462	0.855	1.3629	1.0	0.783	1.0	0.7856	0.9508	0.9095	0.8831	0.638	3.3005	1.0	0.7915	2.4974	1.0	0.8998	1.8199	1.0	1.0	0.9367	1.0	2.0149	1.0747	0.5738	1.0	0.775	0.8533	1.3069	0.9719	0.9411	1.0	1.0	2.2092	1.4174	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8989	1.0	0.8752	0.7469	1.0	1.0	1.0	1.0	1.0	0.7487	1.0	1.0	1.0	1.0	1.0	1.3937	1.0	1.0	0.9411	1.0	0.9508	1.0	1.0	1.0	1.0	1.0	0.8981	1.4661	1.0
ERCC-00033(+)	0.9604	0.9001	0.9807	1.7364	0.996	1.2136	1.9214	0.9144	1.2537	0.9965	0.9777	1.5223	0.9738	0.9209	1.0	1.0	1.6444	1.1978	3.0935	2.1261	1.8531	1.4243	1.0	1.8625	2.3922	2.6954	2.365	2.3887	0.9545	0.9461	1.0	1.2572	1.0	1.3719	0.8007	1.0	1.7003	1.0	0.9505	1.0	1.0	1.3759	1.5262	1.0	1.3046	1.0396	1.0	0.908	0.9021	1.3551	1.0	1.3521	0.8066	0.7097	1.2136	1.0282	1.1444	0.9125	0.9036	0.9318	1.315	0.906	1.3289	1.0	0.6474	0.906	1.0	1.0752	0.8892	1.0	1.2038	1.0	1.546	1.089	1.9933	1.0692	2.5757	1.4807	1.4985	0.8422	0.9065	0.7315	1.2572	1.2774	0.8675	1.3086	0.9352	1.0	1.9021	1.0	1.3704	0.8981	1.0608	1.5351	0.9342	1.361	1.0	1.6251	1.3081	1.1558	1.4164	0.8754	1.0	0.9876	1.0	1.0633	1.3482	0.9006	0.8724	1.0	0.9609	0.911	0.8259	1.0064	1.1662	1.1266	0.8947	0.9283	1.6939	0.9021	0.8056	1.1894	0.9797	0.862	0.9773	0.8581	0.955	1.0	1.0	1.0	1.0	1.0	1.4283	1.4629	0.9476	0.8497	1.0	2.1672	0.9342	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.4941	0.8665	1.0	1.0608	1.0	1.9199	1.0	2.0475	0.9416	0.9817	0.8586	1.0	0.9085	1.1424	1.0	0.9634	0.997	0.9713	2.5618	1.0	1.0	1.32
ERCC-00034(+)	2.4384	2.2913	1.8773	1.9006	1.3796	1.355	1.4082	2.2728	1.9536	1.2243	0.9195	2.4691	1.0198	1.1299	0.8104	2.0586	1.6817	1.6116	1.618	1.2648	1.0498	1.4105	0.8932	0.417	1.2913	1.0642	0.9549	1.6303	1.845	0.9455	0.6121	2.2247	1.015	1.6301	1.218	1.845	0.5427	1.0545	0.8702	1.5768	0.5431	0.6314	1.7943	0.5806	1.5803	0.7647	0.4355	0.4914	1.2076	0.6066	0.9293	1.6305	0.6891	1.265	1.1354	0.9991	0.484	0.8156	0.5674	0.5611	1.263	1.0797	0.75	1.2761	0.5691	0.9111	0.74	0.2349	0.5065	1.1054	0.5622	1.5109	0.3789	0.3716	0.8235	0.4874	0.56	0.3956	0.7537	0.4142	0.2766	0.3512	0.8672	0.2264	0.6292	1.4099	0.9715	0.8482	0.8215	1.4974	0.4004	0.5513	0.2831	1.0247	0.7305	1.8492	1.212	1.1935	1.4541	1.8096	0.417	0.5711	0.1576	0.3727	0.5652	0.5332	0.4605	1.0167	0.631	0.7742	0.9217	0.6496	0.8072	1.0169	0.3097	1.6062	0.5434	0.5592	0.7614	1.1045	0.4472	0.3395	0.243	0.5982	0.1938	0.5046	2.581	3.1714	0.8452	1.2257	0.8283	1.674	0.7297	1.5854	4.4719	0.8597	1.0178	2.9217	1.7199	2.2115	0.9833	1.0285	1.0	2.684	1.4082	2.103	0.9197	1.314	0.7338	0.884	0.5359	1.3974	1.0329	0.828	0.7896	3.4878	3.0618	2.0923	0.7724	0.6555	0.4489	0.4575	1.3949	1.6801	0.6699	1.1165	2.0915	0.3598
ERCC-00035(+)	2.3788	0.6917	2.2833	2.8884	1.4737	1.1905	2.0567	2.4028	1.3315	0.7268	2.2841	2.8137	1.15	0.94	0.4762	0.3361	0.4768	0.493	1.4192	0.755	0.3407	0.1987	0.4362	0.4821	0.897	0.7416	1.0103	0.5186	0.4907	0.3871	0.6448	0.4051	0.3053	0.4474	0.2298	0.2074	0.6659	0.3152	1.1459	0.3412	0.5155	0.3659	0.4777	0.2716	0.6688	0.1796	0.5982	0.3633	0.1674	0.1803	0.0998	0.4459	0.165	0.3657	0.4995	0.5024	0.2733	0.1311	0.2185	0.4196	0.1821	0.533	0.2232	0.4684	0.473	0.1226	0.3845	0.264	0.2008	0.2958	0.2908	0.2834	0.1898	0.284	0.1933	0.3033	0.2655	0.6924	0.5753	0.2231	0.179	0.1882	0.2633	0.2498	0.7637	0.2397	0.2315	0.3193	0.2741	0.3757	0.1723	0.1261	0.2475	0.3483	0.6546	0.3302	0.1475	0.1959	0.1272	0.2946	0.1542	0.5398	0.303	0.2841	0.2588	0.3384	0.4008	0.211	0.3254	0.3036	0.1212	0.1418	0.1476	0.1915	0.5141	0.1563	0.1012	0.2658	0.1728	0.2067	0.4822	0.3059	0.1589	0.1853	0.2449	0.1524	1.0627	0.374	0.3232	0.6586	0.6401	0.9918	0.7972	0.6501	0.3783	0.3018	0.6138	0.401	0.6515	0.4797	0.2957	0.8539	0.7563	0.4796	0.4835	0.9393	0.2813	0.2992	0.4181	0.3306	0.4926	0.2824	0.5403	0.3418	0.2281	0.4506	0.2486	0.5609	0.2538	0.6218	0.8179	0.3195	0.1952	0.3267	0.2022	0.3782	0.475	0.2204
ERCC-00039(+)	1.0	1.688	0.7314	1.0	1.0	0.9811	4.9484	1.0	1.8	1.0	1.0	4.1034	4.1599	4.027	1.9405	2.9685	2.0419	1.0	3.1175	1.601	1.0	1.0	2.9519	1.5081	1.1023	0.8362	1.9516	0.9919	2.0	0.7568	2.6514	0.503	0.7297	1.0	0.6487	2.1625	1.6769	1.1878	1.5909	1.5697	1.0	1.8973	4.2908	1.0608	1.0	1.8703	1.9728	1.0	1.4865	0.8002	1.8179	0.9865	1.0	0.6135	1.0	0.9351	1.4432	1.5922	0.3948	1.0	0.6095	1.0	2.227	0.671	0.6884	1.1301	0.3328	0.6149	0.5784	1.0	0.8324	1.0	0.6203	1.103	1.1297	0.9595	1.5164	1.627	0.7564	1.2095	0.2507	0.6149	0.9464	0.4959	1.6905	1.5745	0.9419	0.6486	1.0056	1.0067	0.9432	0.587	0.9687	0.9677	1.5623	0.4376	0.6216	2.1383	1.0859	1.0387	0.6243	0.6284	0.7808	0.7676	0.7459	0.9203	1.0	0.8553	1.7059	0.6014	1.0	0.8932	1.2896	0.9973	0.5279	0.6216	1.4784	1.7997	0.5052	1.273	1.0345	0.9784	1.9911	0.9574	0.9014	2.3189	1.4716	1.0	4.0898	1.0	1.0	1.0	1.0	0.9932	1.0	4.8224	0.504	3.7784	1.0	4.6216	1.6378	2.622	1.0	1.0	1.0	1.5405	2.7838	3.1617	1.6811	1.0	0.8378	0.9689	0.9784	1.0	0.9068	1.0	2.4298	1.0	3.3165	1.8493	4.6447	4.1547	0.4841	1.7568	1.9946	0.8463	0.8674	0.5824
ERCC-00040(+)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7809	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.9718	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8777	1.0	0.8347	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6183	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.3776	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8024	1.0	1.0	0.9073	1.0	1.0	1.0	0.8172	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9126	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.3118	0.9651	1.0	1.0	0.9839	1.0	0.8038	1.0	1.0	1.0	1.0	1.8495	1.0	3.9637	1.0	0.9032	1.0	1.0	1.172	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9422	1.0	1.0	1.0	1.0	2.5152	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6922	1.0	1.0	0.6223	1.0	0.9879	1.0	1.0
ERCC-00041(+)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.9973	0.9982	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8645	1.0	5.5842	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9118	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7433	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7433	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8262	0.7513	1.0	1.0	0.8378	1.0	1.0	1.0	1.0	1.0	0.8806	1.0	0.7879	1.0	1.0	4.4379	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0294	1.0	0.7683	1.0	1.0	1.0	1.0	1.0	1.2995	1.0	1.0	1.0	1.0	1.0	1.0	0.9135	1.0	1.0	1.0	1.0	1.0
ERCC-00042(+)	0.1029	0.112	0.1614	0.1468	0.1147	0.3281	0.0733	0.1374	0.1544	0.0654	0.1367	0.1379	0.0759	0.1245	0.0987	0.0707	0.0683	0.3726	0.3819	0.243	0.0871	0.0886	0.095	0.0952	0.4444	0.2919	0.43	0.4	0.0861	0.1246	0.0774	0.1146	0.0679	0.0923	0.0893	0.0719	0.088	0.1596	0.1314	0.1196	0.1201	0.0881	0.217	0.2697	0.1216	0.1348	0.1805	0.114	0.2077	0.1199	0.1898	0.1703	0.1925	0.2311	0.2326	0.1883	0.1698	0.2984	0.1904	0.1549	0.2569	0.1666	0.3463	0.1245	0.3415	0.2384	0.3349	0.2966	0.5043	0.4109	0.2975	0.1978	0.1739	0.2286	0.2805	0.2853	0.2358	0.249	0.3477	0.3007	0.2683	0.2302	0.2456	0.2162	0.0916	0.0977	0.13	0.1316	0.1197	0.2095	0.0804	0.1353	0.0888	0.1034	0.0777	0.1989	0.1004	0.1071	0.164	0.0946	0.0805	0.1003	0.1112	0.1143	0.0963	0.116	0.1007	0.0768	0.1507	0.0976	0.0807	0.0823	0.2232	0.1838	0.1021	0.128	0.1633	0.2185	0.1815	0.1926	0.1277	0.2105	0.0969	0.1296	0.1608	0.0756	0.3758	0.205	0.1059	0.1331	0.1371	0.2473	0.2333	0.1179	0.1211	0.2584	0.2549	0.1059	0.1691	0.1841	0.2141	0.1677	0.1388	0.2697	0.1759	0.3104	0.242	0.1524	0.3397	0.1033	0.1209	0.14	0.2378	0.1478	0.0907	0.2126	0.1932	0.1393	0.1574	0.1374	0.1361	0.0884	0.0978	0.1695	0.1329	0.0797	0.0979	0.1492
ERCC-00043(+)	0.3159	0.3059	0.2404	0.2953	0.2968	0.294	0.2367	0.2057	0.3138	0.2512	0.1762	0.2486	0.3033	0.2619	0.3978	0.2925	0.3261	0.6716	0.6974	0.6133	0.342	0.3202	0.3115	0.317	0.6401	0.5849	0.5853	0.6471	0.3735	0.4527	0.396	0.522	0.396	0.4169	0.354	0.3985	0.4732	0.3629	0.2683	0.2828	0.3597	0.2854	0.3992	0.3371	0.3617	0.3039	0.3832	0.4335	0.3053	0.2082	0.2569	0.214	0.2476	0.2009	0.3878	0.2731	0.1753	0.2641	0.3264	0.207	0.1979	0.3134	0.3349	0.2687	0.2525	0.2174	0.3801	0.2025	0.338	0.2544	0.3298	0.2797	0.3569	0.2003	0.4536	0.2472	0.2247	0.2591	0.3053	0.2435	0.2974	0.3413	0.2498	0.2901	0.3302	0.4077	0.4255	0.313	0.3366	0.2932	0.3905	0.3006	0.3518	0.4115	0.2655	0.2671	0.2178	0.357	0.3314	0.4746	0.3562	0.4755	0.3592	0.3069	0.3488	0.3017	0.364	0.2784	0.3396	0.3934	0.3154	0.2941	0.5254	0.4941	0.2968	0.2484	0.3531	0.4106	0.4196	0.4566	0.3532	0.4308	0.326	0.1991	0.2613	0.3007	0.476	0.4204	0.3197	0.8959	0.473	0.5182	0.5273	0.3903	0.3153	0.4273	0.4186	0.5214	0.3104	0.3295	0.6063	0.3022	0.4645	0.3733	0.6997	0.4647	0.2732	0.3829	0.491	0.4408	0.4901	0.4056	0.5219	0.4106	0.3568	0.4167	0.4052	0.3526	0.3013	0.3874	0.2523	0.2457	0.2453	0.1595	0.2513	0.3052	0.3026	0.2493
ERCC-00044(+)	1.0216	0.9188	0.7521	1.5858	1.375	1.8664	1.9889	1.3739	2.3356	1.1273	3.5617	3.9555	0.8921	0.5694	0.859	0.4663	0.4696	0.5934	0.4232	0.3645	0.227	0.2101	0.2512	0.1674	0.6609	0.7168	0.3296	0.4835	0.2071	0.9759	1.4279	0.373	0.43	0.3959	0.2681	0.3143	0.2845	0.2209	0.2624	0.1783	0.3604	0.2125	0.3941	0.4651	0.357	0.3313	0.2284	0.4912	0.3518	0.2277	0.2616	0.498	0.3724	0.2176	0.1938	0.3672	0.375	0.2415	0.177	0.2617	0.2562	0.353	0.1601	0.2176	0.2628	0.2849	0.2546	0.2052	0.2912	0.6072	0.4474	0.2363	0.2546	0.3066	0.3422	0.158	0.1494	0.2463	0.5336	0.1856	0.3717	0.2395	0.3168	0.1863	0.3615	0.2198	0.1576	0.4407	0.1509	0.4526	0.3059	0.1783	0.1236	0.2128	0.2668	0.3119	0.4381	0.248	0.3551	0.27	0.1673	0.2313	0.3027	0.2777	0.3339	0.1453	0.2001	0.1769	0.3427	0.1895	0.1925	0.1715	0.226	0.2224	0.176	0.1273	0.1103	0.1869	0.1991	0.1768	0.186	0.4429	0.2144	0.2156	0.1259	0.2462	0.7868	0.5128	0.4125	0.4658	0.3951	0.5466	0.2634	0.2642	0.6432	0.2576	0.24	0.2573	0.8029	0.2425	1.186	1.2996	0.3045	0.2771	0.5523	0.5749	0.2814	0.3393	0.4503	0.2595	0.4628	0.3155	0.5072	0.5365	0.2135	0.4734	0.3624	0.5471	0.2358	0.4622	0.3432	0.5244	0.1928	0.3349	0.1391	0.2108	0.3281	0.1584
ERCC-00046(+)	0.1048	0.1199	0.0976	0.107	0.1052	0.1465	0.0929	0.1016	0.0811	0.0987	0.083	0.1083	0.1068	0.0975	0.111	0.1025	0.1217	0.4456	0.3353	0.3135	0.1218	0.0945	0.1224	0.1083	0.3991	0.3881	0.3572	0.3215	0.1124	0.1124	0.1055	0.1477	0.1442	0.167	0.1197	0.1072	0.1133	0.1445	0.1927	0.176	0.1638	0.1643	0.0786	0.1011	0.0766	0.1014	0.1181	0.1027	0.11	0.0923	0.096	0.0781	0.0897	0.0739	0.0834	0.0753	0.131	0.1586	0.1581	0.1228	0.1595	0.1347	0.1362	0.0755	0.1593	0.1482	0.1997	0.1638	0.1584	0.2768	0.1878	0.1677	0.1329	0.164	0.1544	0.1593	0.1638	0.2075	0.2261	0.1859	0.1767	0.178	0.163	0.1525	0.0821	0.0932	0.1068	0.1107	0.1104	0.1222	0.095	0.1107	0.1278	0.1088	0.1053	0.0909	0.1243	0.0961	0.1133	0.1086	0.1031	0.1278	0.1495	0.1461	0.0911	0.1194	0.0953	0.1075	0.1233	0.1412	0.1106	0.1266	0.1258	0.1519	0.1119	0.1224	0.1184	0.1657	0.1114	0.1619	0.1184	0.1552	0.1013	0.1108	0.104	0.1258	0.0969	0.1078	0.1339	0.0803	0.0864	0.1061	0.1416	0.0712	0.0648	0.0756	0.0895	0.0961	0.0675	0.1048	0.149	0.0969	0.0659	0.084	0.1215	0.1052	0.1013	0.1451	0.1038	0.1049	0.1028	0.0979	0.0763	0.0838	0.0892	0.093	0.0828	0.1035	0.0664	0.0743	0.0768	0.0771	0.0635	0.1055	0.0816	0.0713	0.0666	0.0713
ERCC-00048(+)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ERCC-00051(+)	0.1098	0.2185	0.5556	0.1846	0.4175	0.1823	0.1237	0.2685	0.4498	0.203	0.2583	0.1691	0.1569	0.278	0.1801	0.2749	0.121	0.1482	0.1398	0.1196	0.2084	0.1882	0.1935	0.1288	0.1381	0.2785	0.1146	0.243	0.2337	0.1931	0.1341	0.2488	0.1702	0.2814	0.2422	0.1279	0.1354	0.1789	0.1795	0.7571	0.2727	0.1883	0.9109	0.8329	1.2189	0.8257	0.5929	0.3161	0.5491	0.1568	0.5295	0.5283	0.3383	0.3424	0.2902	0.448	0.4923	0.4846	0.2518	0.2333	0.6662	0.8933	0.4483	0.2173	0.3214	0.2097	0.422	0.3504	0.7168	0.8678	0.494	0.2334	0.4697	0.3229	0.3486	0.2481	0.3623	0.45	0.9046	0.2795	0.3177	0.4602	0.3032	0.3775	0.2602	0.1458	0.1453	0.1639	0.1781	0.3012	0.1033	0.2951	0.43	0.1764	0.1494	0.1184	0.2746	0.5716	0.1731	0.2402	0.1717	0.3544	0.5395	0.1509	0.431	0.2555	0.1662	0.1308	0.179	0.1886	0.1563	0.1521	0.1388	0.1618	0.1103	0.2304	0.1728	0.1602	0.2998	0.0904	0.1387	0.0886	0.1324	0.3267	0.1549	0.3198	0.0941	0.4441	0.3376	0.1432	0.3672	0.133	0.6003	0.3514	0.1876	0.1609	0.1383	0.2492	0.1248	0.4143	0.4763	0.1435	0.1972	0.5557	0.2542	0.1599	0.1601	0.1141	0.556	0.1043	0.1261	0.1163	0.2784	0.342	0.1497	0.1434	0.1445	0.7733	0.2665	0.3305	0.1623	0.1889	0.1493	0.1596	0.1431	0.5161	0.1453	0.3338
ERCC-00053(+)	0.2958	0.4223	0.4314	0.3797	0.2822	0.7328	0.3257	0.526	0.6584	0.2388	0.2688	0.4401	0.5359	0.9137	0.6653	0.436	0.3894	0.2238	0.5188	0.2684	0.4829	0.6174	0.4107	0.2152	0.2017	0.3434	0.3039	0.3804	0.7312	0.2826	0.6505	0.7277	0.2843	0.3982	0.3363	0.5333	0.2524	0.7715	0.7413	0.3051	0.4056	0.2624	0.5161	0.9765	0.3313	0.5513	0.5762	0.5181	0.9402	0.5667	0.2784	0.8481	0.6309	0.5477	0.5311	0.5195	0.1753	0.3445	0.3829	0.1296	0.3656	0.3378	0.2943	0.3446	0.3592	0.2891	0.3019	0.4586	0.7158	0.3936	0.2086	0.965	0.4169	0.3638	0.3232	0.2812	0.2106	0.4785	1.0114	0.5013	0.4158	0.3045	0.268	0.3533	0.2388	0.2573	0.8044	0.37	0.2068	0.2472	0.2323	0.3388	0.5925	0.2303	0.1796	0.5592	0.4796	0.1171	0.1913	1.1044	0.1688	0.1933	0.171	0.1972	0.144	0.1693	0.3492	0.3444	0.2032	0.2289	0.5402	0.1642	0.4545	0.3717	0.5392	0.2155	0.2625	0.1472	0.1687	0.3975	0.2644	0.4768	0.1204	0.4265	0.576	0.205	0.512	0.6725	0.4467	1.6597	0.5307	0.7114	1.7143	0.3903	0.319	0.236	0.3466	0.4303	0.3262	1.3519	0.2969	0.6527	0.556	1.0661	0.7176	0.5406	0.3401	0.678	0.3897	0.365	0.5074	0.4205	1.2207	0.364	0.4717	0.31	0.8302	0.7705	0.525	0.446	0.3204	0.3171	0.1586	0.3931	0.4941	0.3468	0.512	0.289
